,text,pred,rob_label,score
173,"This, from @DanaCanedy: My Son Knows His Father Wasn’t a ‘Loser’ or a ‘Sucker’ https://t.co/g7HxQ92hct",1,POSITIVE,0.9935844
174,"‘A HUGE BLOW’: NY Restaurant Group Rip Cuomo’s CoVID Crackdown, Says ‘Huge Blow’ to Business https://t.co/GX6RwsyEJ2",0,NEGATIVE,0.99897563
175,"Now leading the 美国 page, under the byline 陈大为: My story from earlier this week on the proposed sale of Westminster Choir College in Princeton to a Beijing company with PLA ties but dubious finances https://t.co/2qTvotnfXQ via @nytchinese",0,NEGATIVE,0.98500377
176,What’s more powerful - passion to vote FOR Pres @realdonaldtrump or AGAINST him? Polling expert @tombevanRCP on this week’s #LivinTheBream LISTEN https://t.co/Q2FONOG8Yd https://t.co/mgtQRiLy8m,1,POSITIVE,0.99730635
177,11p Tonight we look at how SenHarris reacted to 2 different sets of #MeToo accusations - against Justice Kavanaugh and  former VPBiden.  Our panel debates @FoxNewsNight @FoxNews - join us!,1,POSITIVE,0.9982933
178,"@Ben_Baby It’s unbelievable. The guy couldn’t even get a ride after winning the 2013 Vuelta. Which he won out of the blue at 41, more than a decade older than the average age of his competitors. It raised a lot of eyebrows.",0,NEGATIVE,0.99806666
179,"“Trafficking has always existed, and it always will. If not here, it will move elsewhere."" Words of a smuggler in Spain. Exclusive from @aritzparra: https://t.co/nKrE4FjKGE",1,POSITIVE,0.9927639
180,The mounds of flowers and tributes have been removed from the sidewalk in front of the Supreme Court. Now workers are preparing for Justice Ruth Bader Ginsburg to lie in repose beneath the building’s portico on Wednesday and Thursday. Capitol police are combing nearby streets. https://t.co/p9GNysbX8i,1,POSITIVE,0.99344546
181,So incredibly proud of this girl... madjenkins_ graduation @foxcroftschool #classof2019 @ Foxcroft School https://t.co/yMScDiCBNo,1,POSITIVE,0.9987874
182,"Facebook tells me I can be ""fit and fabulous after fifty."" I'm so glad to hear that I'm not required to be ""fat and fatigued.""",1,POSITIVE,0.9986195
183,The Nationals clinch the World Series with a Game 7 win over the Astros. What a team. It never panicked through these playoffs and fought back from behind again and again. This was a #WorldSeries to remember. #Game7,1,POSITIVE,0.99892753
184,Eric Shawn: Acting President Mike Pence |  https://t.co/mg8SAdTyBk @foxnews #foxnews #fox @TeamCavuto #DonaldTrump #Trump2020 #TrumpCovid #cornoavirus #WalterReed #COVID19 #PresidentialDebate #25thAmendment @realDonaldTrump #VPDebate #Pence @VP,0,NEGATIVE,0.9916392
185,"Nationals fans have been heading for the exits for the past few innings, but are really streaming out now with 1-1/2 innings left. So much for that joy of hosting the first World Series games in DC in 86 years. Buzz kill.",0,NEGATIVE,0.9995018
186,"Reading Ron Rosenbaum's apocalypto nuke book, How the End Begins. Thesis: We're all hosed. Does Wal-Mart sell shotguns on Sundays?",0,NEGATIVE,0.99244833
187,".@larryelder: ""If you're pulled over by an officer, be polite. Be respectful. Comply w/ lawful orders and you will not die."" https://t.co/cBnS0uyOXi",1,POSITIVE,0.9977865
188,From 'SI's attempt to fabricate a story' to 'I am deeply sorry and embarrassed' in less than 24 hours is a hell of a pivot.,1,POSITIVE,0.98903775
189,McCARTHY: ‘The Best Way to Raise Money is Just Let Nancy Pelosi and AOC Talk’ https://t.co/qQfJNNPN49,0,NEGATIVE,0.9831171
190,Brand new information from the President’s physician- join us LIVE for special coverage @foxnews https://t.co/sjsu4lovpL,1,POSITIVE,0.9982448
191,"Here’s a lovely story about Iceland tying Argentina. As @RorySmith wrote, it was a country with a population of 330,000 against one with 43.85 million humans, plus Messi. https://t.co/kTbVcQFmBr",1,POSITIVE,0.99767476
192,The President called a Friday night news conference. We’ll tell you why - 11p ET @FoxNewsNight. Join me! https://t.co/xMV2rfgM6I,1,POSITIVE,0.99824387
193,"@MorganEmHines If you are in the DC area, check out @dcluckydog. I foster for them and they have puppies coming in all the time. Instant happiness.",1,POSITIVE,0.9987527
194,@jswatz Never goes out of style.,1,POSITIVE,0.9970885
195,"We analyzed eyewitness videos and security camera footage of the events leading to the fatal shooting of Rayshard Brooks, a 27-year-old black man, by police in Atlanta on Friday night. Here’s a detailed breakdown of how it unfolded. https://t.co/5Cr8ow8lJq",1,POSITIVE,0.9960998
196,US airstrikes block evacuation of Islamic State militants (from @bmroue ) https://t.co/URnjf8CFck,0,NEGATIVE,0.99726826
197,"Yep, I'll be a charter subscriber to Lucky Peach, the Believer's new food quarterly    http://tinyurl.com/3dmgbp8",1,POSITIVE,0.998249
198,She left France for Daesh years ago. She doesn't expect to be allowed home _ but has hopes for her 3 children. https://t.co/P9ctIDVakH,0,NEGATIVE,0.9950841
199,"clue to #COVIDー19 may be in your genes, watch 
@harvardmed Prof.@RobertCGreen: https://t.co/yTEMWp33eI @foxnews #fox #foxnews #CoronaWillEndSoon #CoronavirusOutbreak #Genetics #GeneTherapy #vaccines #TestingForCovid19 #TestingTestingTesting #ContactTracing #HarvardHealth",0,NEGATIVE,0.9291362
200,Live at 2 pm ET @FoxNews: @SenTedCruz's efforts to confront China on spying in the U.S. My guest is @GordonChang on this. I anchor with @ArthelNeville and we have all the news on another busy Saturday!,1,POSITIVE,0.99775857
201,"#HoyasinIA are jumping behind the scenes on @dailybriefing with @DanaPerino, @donnabrazile, and @KarlRove at Fox News’ location in Des Moines https://t.co/570TPSBC6L",1,POSITIVE,0.9970818
202,"The worst fear for Sunisa Lee, a favorite to make the U.S. Olympic gymnastics team, was getting the coronavirus and unknowingly infecting her father. And then, one day last month, she woke up with a fever. She braced herself for what came next.  https://t.co/l4i0s55rNO",0,NEGATIVE,0.9890963
203,"Video: The annual @foxandfriends year-in-review package w @SteveDoocy @ainsleyearhardt @kilmeade @JaniceDean @jillianmele @ToddPiro and more…
https://t.co/L6b0FwEWpm https://t.co/gcQnM5Z1pB",1,POSITIVE,0.9982347
204,"""When you have three false confessions within two-and-a-half months by the same set of detectives, it looks to me like Scarcella on steroids"": First BK, and now BX, as DA works with @innocence to vacate a conviction https://t.co/VZcVvuAl8l via @Jan_Ransom",0,NEGATIVE,0.9990296
205,Sitting in for my good buddy @BretBaier on @FoxNews @SpecialReport tonight.  From the Barr hearing to the Pres's latest coronavirus briefing - we've got you covered.  Rep @Jim_Jordan joins us LIVE - hope you will too!,1,POSITIVE,0.99877363
206,@woodnjava @WTOP What a flashback to the good old days!,1,POSITIVE,0.99846977
207,lucky number 7 https://t.co/1PxyykM7a2,1,POSITIVE,0.99763525
208,LeSean McCoy and His Former Girlfriend Had History of Domestic Disputes   https://t.co/37aZxwGT20,0,NEGATIVE,0.9950455
209,Millions of dollars from UN Syria aid program go to Assad government: https://t.co/o4BPgzT2xK,0,NEGATIVE,0.99788445
210,"I spoke with Rachel Bloom (@Racheldoesstuff) about her new book (expect some musical theater, amusement park dreams, Harry Potter fanfiction and more laughs!), chronicling her mental health journey and what she hopes readers take away from her story  https://t.co/mj65BdfvRe https://t.co/P7t5ma3LXx",1,POSITIVE,0.9987228
211,"To make life a bit more fun, this dad and daughter from Spain dress up in costumes to take out the trash ❤️  https://t.co/5lmEzTFFOR https://t.co/PPrU4WrvqD",1,POSITIVE,0.9986269
212,If the media is going to buy into the women who claim to have been groped by DT then the media has to also buy into the the Paul Jones etc,0,NEGATIVE,0.9987227
213,Stealing Pennsylvania? https://t.co/N7DvXOVe0d,0,NEGATIVE,0.99716103
214,@GingerGibson Are you watching during morning feedings?,1,POSITIVE,0.99273825
215,"@sstummeafp Yeah, that is almost scarier. 😳",1,POSITIVE,0.99543995
216,A sobering and sad @NYTSports dress page. https://t.co/Ls79ypSLDM,1,POSITIVE,0.99106896
217,45-seconds of awesome... https://t.co/V6NqdPirg0,1,POSITIVE,0.9982903
218,"After you defeat the early book nooks, you face the final boss https://t.co/ck1YWud50C",1,POSITIVE,0.99442184
219,A great editor / “@romenesko: Ex-Los Angeles Mag editor Kit Rachlis named editor of The American Prospect.  http://journ.us/g0qbBm,1,POSITIVE,0.9984141
220,See you at 11p!  @FoxNews @FoxNewsNight https://t.co/EGl8c8RuVg,1,POSITIVE,0.9979172
221,"Those skeptical of Biden's win in Michigan say it's about unspecified nefarious doings in Detroit/Wayne County. If so, you'd expect turnout numbers and partisan margin numbers there that are out of line with prior experience. Neither of those things happened.",1,POSITIVE,0.98573875
222,"ICYMI video: @JaniceDean makes a big announcement on @foxandfriends w/ @SteveDoocy @ainsleyearhardt @kilmeade 
https://t.co/fW2IC12CEk https://t.co/lReziGVneR",1,POSITIVE,0.997032
223,"One black NASCAR fan told me about the ""Monkeys Lives Matter"" sign at his first race.

Another said she wouldn't feel safe at her favorite track.

Others felt embarrassed, lonely, conflicted, as fans.

On loving a sport that may not love you back: https://t.co/eN9tVOyBvQ",0,NEGATIVE,0.9960609
224,"What an incredible story. Thank you Omar Mohammed i.e. @MosulEye! (also, great storytelling by @lhinnant and @mokhbersahafi) https://t.co/euAgdcxakf",1,POSITIVE,0.998644
225,I wait all week for a new Michael Wilson crime scene column; each is a novel waiting to happen http://t.co/GWC1NAYU,1,POSITIVE,0.9629098
226,READ: ‘The Sleight of Hand Election of 2020’ https://t.co/lFHedCHwgt,0,NEGATIVE,0.99075294
227,https://t.co/q5GELlbmom @foxnews #fox #foxnews @foxnation #foxnation #hoffa #jimmyhoffa @foxnewsradio @foxheadlines,0,NEGATIVE,0.90531844
228,"Overheard entering the NYPL main reading room yesterday: ""You'd eat at McDonald's if they had hardwood floors.""",0,NEGATIVE,0.9976863
229,The American people have a right to the facts in the #Mueller report. Joined @EricShawnTV at @FoxNews to discuss the need for transparency and next steps. https://t.co/QbSbsOsJCM,1,POSITIVE,0.99665564
230,@canoedog4 they are from a company called HAPPY SOCKS,0,NEGATIVE,0.965609
231,Day 3 of Barrett confirmation hearings- join us! @foxnews https://t.co/2uLwYxx1sp,1,POSITIVE,0.9985145
232,No words. https://t.co/nHdqoesCnL,0,NEGATIVE,0.9959013
233,"When the little dog walks under the big dog's urine stream, little good can come of it.",0,NEGATIVE,0.99948025
234,"Richard Nixon and Jack Anderson - the King Kong and Godzilla of sleaze, paranoia and dirty tricks    http://tinyurl.com/246q2l4",0,NEGATIVE,0.98546416
235,@darrensands @shani_o hehehe,1,POSITIVE,0.9983665
236,"Thanks to @LelandVittert &amp; @MollyLineFNC for having me on @HQFOX @FoxNews today to discuss the on-going controversy in Virginia. As I said, elected officials are often the very last ones to realize they need to resign. Northam should be there, but depends on who is in the room",1,POSITIVE,0.99123913
237,“Mr. Obama was asked what keeps him up at night these days. He cited fears of voter suppression and an effort by Mr. Trump to question the election’s legitimacy.” https://t.co/HjiWwDpoAQ,1,POSITIVE,0.9813663
238,Latest NYC mayoral candidate has 3 degrees from Harvard and is also the stepfather of UNC star (and possible Knicks or Nets 1st round draft pick) Cole Anthony  https://t.co/ViUFi3McSd via @JeffCMays,0,NEGATIVE,0.98491096
239,"Chewbacca mom, France #isis killing, police shooting. The unexpected path of Facebook Live:  https://t.co/E74r0dSiim",1,POSITIVE,0.99714917
240,"It’s sad to think that this is the “new and improved” USA Gymnastics, post-Nassar.  https://t.co/46jYdT8cCG",0,NEGATIVE,0.9983107
241,"Dr. Birx praises the American people.  Notes how stressful things are for ""soldiers on the front line"" - all our health care workers.  Says there is no silver bullet - other than us all being willing to follow the guidelines.",1,POSITIVE,0.9982846
242,"NEWS: Biden will begin traveling to battlegrounds after Labor Day. He lists Wisconsin, Minnesota, Arizona and Pennsylvania as among the states on his itinerary. He said he will “get out safely without jeopardizing peoples’ health.”",1,POSITIVE,0.99843186
243,"TWISTED TOWN HALL: Biden questioners include former Obama speechwriter, top Dem’s wife https://t.co/I8gBf9OvVa",0,NEGATIVE,0.9955515
244,"Now that the country has surpassed 200,000 dead from the coronavirus, perhaps recall this @nytimes project to remember the first 100,000 dead just four months ago -- and doubling it.
https://t.co/tghO85lixX",1,POSITIVE,0.9873871
245,Boris Johnson says ‘overwhelmingly likely’ Putin ordered nerve agent attack. Prime Minister hasn't gone that far. Is he voicing a new govt stand or going rogue again? https://t.co/aVFg0S54kA,0,NEGATIVE,0.99373734
246,Joining @ShannonBream 12amET on @FoxNews later this evening #foxnews,1,POSITIVE,0.99623436
247,"Five-set Men's singles finals at #Wimbledon in 21st century

2001 Ivanisevic beats Rafter 9-7 in fifth
2007 Federer beats Nadal 6-2 in fifth
2008 Nadal beats Federer 9-7 in fifth
2009 Federer beats Roddick 16-14 in fifth
2014 Djokovic beats Federer  6-4 in fifth

2019?",1,POSITIVE,0.99814427
248,R.I.P. good friend.  I am sure you will be owning the panel discussion in heaven as well.   And we’ll make sure your wise words and thoughts - your legacy - will live on here  @krauthammer,1,POSITIVE,0.9967089
249,"It’s noon in the East, 9am in the West, and in Denver Colorado @aacuna1 is joining @LelandVittert in our nation’s capital to bring you news from all the far-flung corners of the globe, at the speed of LIVE! https://t.co/dkf2Q54KLo",1,POSITIVE,0.998576
250,REPORT: Former White House Physician Says Biden ‘Does Not Have the Capacity’ to Serve as President https://t.co/NoV0ZtMKXP,0,NEGATIVE,0.9993291
251,"Here is your nothing to do with pandemic/election uplifting read of the day, courtesy of @KurtStreeter: Chris Nikic, You Are an Ironman. And Your Journey Is Remarkable. https://t.co/vXA4caZosF",1,POSITIVE,0.9984852
252,"He was righteous, and I did indeed like him. Still haunted by these NYT pieces, by Mr. Levi's life, and now by his death.

A beautiful obituary for a man who deserved more. https://t.co/GPo84r18li",0,NEGATIVE,0.99477124
253,"@LaurenSchab @nytimes I'm sorry for your loss. Thank you, and take good care.",1,POSITIVE,0.9942462
254,BUSTED!  https://t.co/ydNfY27QTS,0,NEGATIVE,0.99887294
255,"“We are living in the echo.” 
- A special section in today’s @nytimes, exploring the NYC of our imagination. Beautiful layout by @waynekamidoi, featuring images by @heislerphoto and an essay by me. You can also find an absolutely stunning version online.",1,POSITIVE,0.99868166
256,"For anyone wondering about today's print front page, Trump's comments refusing to commit to a peaceful transfer of power came late in the day, after initial deadlines, so it was a scramble just to get the story into the physical paper before the presses ran. (1/2)",0,NEGATIVE,0.998753
